"iter","type","objf","tka","tcl","tv","add.sd","o1","o2","o3"
22,"Scaled",116.859936474399,-0.973390350369942,-0.612624449812792,1.01166165188037,-0.831497734656714,-0.398324636525927,0.389977250947081,1.41836270701546
22,"Unscaled",116.859936474399,0.476609649630058,1.01845947452397,3.46166165188037,0.700642459536817,1.26312776997181,1.93525659154945,2.64026043038335
22,"Back-Transformed",116.859936474399,1.61060462122189,2.76892587579016,31.8698892025799,0.700642459536817,1.26312776997181,1.93525659154945,2.64026043038335
23,"Scaled",116.852643687187,-0.969353643806682,-0.614160994333134,1.01071326096825,-0.831639782624625,-0.405867388504405,0.390214548748361,1.42760650603132
23,"Unscaled",116.852643687187,0.480646356193318,1.01692293000363,3.46071326096825,0.700592742748048,1.25648930542783,1.93543221157172,2.64545860057173
23,"Back-Transformed",116.852643687187,1.61711929954317,2.76467456490913,31.8396784173713,0.700592742748048,1.25648930542783,1.93543221157172,2.64545860057173
24,"Scaled",116.885768023137,-0.949471151079904,-0.615016229652656,1.01420834241902,-0.831427345644205,-0.408859323313961,0.384645056336754,1.4312820925925
24,"Unscaled",116.885768023137,0.500528848920096,1.0160676946841,3.46420834241902,0.700667095691195,1.25385606848622,1.93131032600814,2.64752553478939
24,"Back-Transformed",116.885768023137,1.64959342576248,2.7623111283655,31.9511553838656,0.700667095691195,1.25385606848622,1.93131032600814,2.64752553478939
25,"Scaled",116.843332868344,-0.969105559410647,-0.615588388645366,1.01079998556481,-0.831626073213233,-0.404761172641239,0.396604913877226,1.44008980729702
25,"Unscaled",116.843332868344,0.480894440589354,1.01549553569139,3.46079998556481,0.700597541042035,1.25746289899243,1.94016161091802,2.65247847674823
25,"Back-Transformed",116.843332868344,1.61752053137554,2.76073109926977,31.8424398203757,0.700597541042035,1.25746289899243,1.94016161091802,2.65247847674823
26,"Scaled",116.855242805153,-0.973733122450569,-0.628177790756262,1.01507571979315,-0.831656799736939,-0.405958407413217,0.396169399233706,1.4405219223131
26,"Unscaled",116.855242805153,0.476266877549431,1.0029061335805,3.46507571979315,0.700586786758738,1.25640919861792,1.93983929401924,2.65272147287901
26,"Back-Transformed",116.855242805153,1.61005264553114,2.72619300846704,31.9788811157207,0.700586786758738,1.25640919861792,1.93983929401924,2.65272147287901
27,"Scaled",116.904209335628,-0.966535187790305,-0.620471514274322,1.00043801264058,-0.827691271824751,-0.398767121200022,0.393375402878062,1.44067009602033
27,"Unscaled",116.904209335628,0.483464812209695,1.01061241006244,3.45043801264058,0.701974721528004,1.26273833401679,1.93777150536062,2.65280479707789
27,"Back-Transformed",116.904209335628,1.62168350815139,2.74728296367453,31.5141929009588,0.701974721528004,1.26273833401679,1.93777150536062,2.65280479707789
28,"Scaled",116.866205564105,-0.976181482947288,-0.608471279280755,1.016161927654,-0.83273949919677,-0.410645642971169,0.402006968664916,1.44243047664872
28,"Unscaled",116.866205564105,0.473818517052712,1.02261264505601,3.466161927654,0.700207841947797,1.25228390759025,1.94415957877531,2.6537947318533
28,"Back-Transformed",116.866205564105,1.60611547800567,2.78044961059656,32.013635699704,0.700207841947797,1.25228390759025,1.94415957877531,2.6537947318533
29,"Scaled",116.894903935429,-0.967982756520052,-0.614367232287294,1.01666527541774,-0.819077410745819,-0.402447928588124,0.396638081366611,1.43993062844667
29,"Unscaled",116.894903935429,0.482017243479948,1.01671669204947,3.46666527541774,0.70498957290563,1.25949881223365,1.94018615760658,2.65238896390258
29,"Back-Transformed",116.894903935429,1.61933770807848,2.76410444287537,32.029753747794,0.70498957290563,1.25949881223365,1.94018615760658,2.65238896390258
30,"Scaled",116.83328136402,-0.965778895508234,-0.616363749940384,1.01341034657891,-0.844201703343268,-0.401277873239476,0.399943389173348,1.43978505768505
30,"Unscaled",116.83328136402,0.484221104491766,1.01472017439638,3.46341034657891,0.696196070496523,1.26052859167869,1.9426323590779,2.65230710344758
30,"Back-Transformed",116.83328136402,1.62291043877316,2.75859136487026,31.9256686652829,0.696196070496523,1.26052859167869,1.9426323590779,2.65230710344758
31,"Scaled",116.82950868789,-0.964225954244376,-0.617811360939324,1.00986217198711,-0.841428334369741,-0.407769375328247,0.411330834334769,1.44162847048652
31,"Unscaled",116.82950868789,0.485774045755624,1.01327256339744,3.45986217198711,0.697166749637257,1.25481534450094,1.95106001142897,2.65334373064524
31,"Back-Transformed",116.82950868789,1.62543268130144,2.75460088669581,31.8125915462113,0.697166749637257,1.25481534450094,1.95106001142897,2.65334373064524
32,"Scaled",116.829322646065,-0.964237035893237,-0.615224670680983,1.00916155066597,-0.840107900425099,-0.407765579539051,0.409639943353216,1.45534763110032
32,"Unscaled",116.829322646065,0.485762964106763,1.01585925365578,3.45916155066597,0.697628901517882,1.25481868521957,1.94980861208925,2.6610585816053
32,"Back-Transformed",116.829322646065,1.62541466892702,2.76173540939716,31.7903107723973,0.697628901517882,1.25481868521957,1.94980861208925,2.6610585816053
33,"Scaled",116.835973354223,-0.962720887832281,-0.611752733828692,1.01227012984655,-0.85223371630368,-0.402566470471432,0.4109601960152,1.45576532969894
33,"Unscaled",116.835973354223,0.48727911216772,1.01933119050807,3.46227012984655,0.693384865960379,1.25939448213085,1.95078570838197,2.66129347078878
33,"Back-Transformed",116.835973354223,1.62788090734443,2.77134064507845,31.8892872289818,0.693384865960379,1.25939448213085,1.95078570838197,2.66129347078878
34,"Scaled",116.830415495104,-0.965280717342974,-0.612834779781193,1.00945042567482,-0.843214986472592,-0.399692060608247,0.418256112577553,1.46198401852217
34,"Unscaled",116.830415495104,0.484719282657026,1.01824914455557,3.45945042567482,0.696541421401259,1.26192428398779,1.95618529077278,2.66479049650258
34,"Back-Transformed",116.830415495104,1.62371913873954,2.76834354894074,31.7994955252618,0.696541421401259,1.26192428398779,1.95618529077278,2.66479049650258
35,"Scaled",116.843880930528,-0.956357452801547,-0.625795145557909,1.01268742449262,-0.838908371464018,-0.404412915104572,0.408922755948669,1.45609050297628
35,"Unscaled",116.843880930528,0.493642547198453,1.00528877877885,3.46268742449262,0.69804873665426,1.25776940453788,1.94927783402354,2.66147632916047
35,"Back-Transformed",116.843880930528,1.63827285089792,2.7326963035943,31.9025972347131,0.69804873665426,1.25776940453788,1.94927783402354,2.66147632916047
36,"Scaled",116.82435781289,-0.965984166072326,-0.614909497284866,1.01199330473889,-0.844858665388314,-0.405669235511083,0.400867548639052,1.46456229526663
36,"Unscaled",116.82435781289,0.484015833927674,1.0161744270519,3.46199330473889,0.695966133780757,1.25666370220294,1.94331631360708,2.66624036806376
36,"Back-Transformed",116.82435781289,1.62257733722107,2.76260597210721,31.8804606953709,0.695966133780757,1.25666370220294,1.94331631360708,2.66624036806376
37,"Scaled",116.836049845511,-0.971294267820595,-0.609651397415505,1.01171439429228,-0.847031766905814,-0.404025030253246,0.378820943519823,1.48039260908952
37,"Unscaled",116.836049845511,0.478705732179405,1.02143252692126,3.46171439429228,0.695205548249632,1.25811078654806,1.9270000002609,2.67514240771711
37,"Back-Transformed",116.836049845511,1.61398412208138,2.77717028696357,31.8715701417316,0.695205548249632,1.25811078654806,1.9270000002609,2.67514240771711
38,"Scaled",116.859259223757,-0.955387720989991,-0.612110276065585,1.00545179917618,-0.842938149104976,-0.402367338287482,0.396477254648214,1.46276707167059
38,"Unscaled",116.859259223757,0.494612279010009,1.01897364827118,3.45545179917618,0.696638314479925,1.25956974070311,1.94006713251779,2.66523083964776
38,"Back-Transformed",116.859259223757,1.63986230674584,2.77034995086309,31.6725951025918,0.696638314479925,1.25956974070311,1.94006713251779,2.66523083964776
39,"Scaled",116.820922029113,-0.966429866360451,-0.617397440511806,1.01330949207131,-0.845114070006129,-0.404487765365184,0.406776034071331,1.47703257342434
39,"Unscaled",116.820922029113,0.483570133639549,1.01368648382496,3.46330949207131,0.695876742164521,1.25770352794501,1.9476890820761,2.67325292080847
39,"Back-Transformed",116.820922029113,1.6218543151719,2.75574130827808,31.9224489800522,0.695876742164521,1.25770352794501,1.9476890820761,2.67325292080847
40,"Scaled",116.820472027406,-0.965569179004581,-0.616555720357821,1.0128970350778,-0.845829094864796,-0.406537543779789,0.408284833444471,1.49086699701336
40,"Unscaled",116.820472027406,0.484430820995419,1.01452820397894,3.4628970350778,0.695626483463988,1.25589949390449,1.94880571854759,2.68103258890276
40,"Back-Transformed",116.820472027406,1.62325082556724,2.75806184776185,31.909285057683,0.695626483463988,1.25589949390449,1.94880571854759,2.68103258890276
41,"Scaled",116.824421555909,-0.968484375632957,-0.616611971227648,1.01454031411368,-0.846396646182871,-0.39941083226547,0.405927820798113,1.5023617983751
41,"Unscaled",116.824421555909,0.481515624367043,1.01447195310911,3.46454031411368,0.695427840502662,1.26217179635299,1.94706133401805,2.68749659073332
41,"Back-Transformed",116.824421555909,1.61852562103008,2.75790670874727,31.9617640238514,0.695427840502662,1.26217179635299,1.94706133401805,2.68749659073332
42,"Scaled",116.892301999792,-0.960946047847608,-0.608338809620634,1.02030016504978,-0.846841945038033,-0.40220716509614,0.414224990143331,1.48975380509991
42,"Unscaled",116.892301999792,0.489053952152392,1.02274511471613,3.47030016504978,0.695271985903355,1.25971071100873,1.9532019263764,2.68040659508696
42,"Back-Transformed",116.892301999792,1.63077270094542,2.78081796020849,32.1463902195389,0.695271985903355,1.25971071100873,1.9532019263764,2.68040659508696
43,"Scaled",116.819908357461,-0.972224390004431,-0.623807352987976,1.00665514544048,-0.848616510994516,-0.410587914120131,0.404881468812762,1.49619641772389
43,"Unscaled",116.819908357461,0.477775609995569,1.00727657134879,3.45665514544048,0.694650887818586,1.2523347154296,1.94628694690624,2.68402954240762
43,"Back-Transformed",116.819908357461,1.61248361757951,2.73813373945935,31.710731142418,0.694650887818586,1.2523347154296,1.94628694690624,2.68402954240762
44,"Scaled",116.819241715065,-0.969809136121644,-0.620869326260801,1.00935188603759,-0.838663048285541,-0.411130883979024,0.40232020549093,1.50470146515548
44,"Unscaled",116.819241715065,0.480190863878356,1.01021459807596,3.45935188603759,0.698134599766727,1.25185684128406,1.94439139996398,2.6888122820511
44,"Back-Transformed",116.819241715065,1.61638288185888,2.74619027893728,31.7963621688912,0.698134599766727,1.25185684128406,1.94439139996398,2.6888122820511
45,"Scaled",116.817403485908,-0.967240999247568,-0.620259083878644,1.00730964982306,-0.846276127171167,-0.407068433246821,0.409329345870097,1.51278051358645
45,"Unscaled",116.817403485908,0.482759000752432,1.01082484045812,3.45730964982306,0.695470022156758,1.25543225185362,1.94957874423287,2.69335546485205
45,"Back-Transformed",116.817403485908,1.62053930919315,2.7478666320738,31.7314927484654,0.695470022156758,1.25543225185362,1.94957874423287,2.69335546485205
46,"Scaled",116.811730264289,-0.971629726935246,-0.621228660085291,1.00907787492875,-0.8458495909496,-0.404287505912426,0.410414941847502,1.49983530742259
46,"Unscaled",116.811730264289,0.478370273064754,1.00985526425147,3.45907787492875,0.695619309834307,1.25787977863979,1.95038217514838,2.686075840463
46,"Back-Transformed",116.811730264289,1.61344278719966,2.74520365715548,31.7876508059957,0.695619309834307,1.25787977863979,1.95038217514838,2.686075840463
47,"Scaled",116.815889875034,-0.971286422373147,-0.62194186663192,1.00811679015605,-0.846323851946773,-0.40470098510642,0.415673539219152,1.47207920791987
47,"Unscaled",116.815889875034,0.478713577626853,1.00914205770484,3.45811679015605,0.695453318485296,1.25751587074824,1.95427397263888,2.67046743868653
47,"Back-Transformed",116.815889875034,1.61399678455866,2.74324645796197,31.7571148550154,0.695453318485296,1.25751587074824,1.95427397263888,2.67046743868653
48,"Scaled",116.81076267991,-0.972542643252534,-0.621444015801436,1.01031547109695,-0.845377400030391,-0.402982620849752,0.405409205225358,1.49858121356205
48,"Unscaled",116.81076267991,0.477457356747466,1.00963990853533,3.46031547109695,0.69578457665603,1.25902822329861,1.94667751555051,2.68537061165955
48,"Back-Transformed",116.81076267991,1.61197052108235,2.74461252551001,31.8270154345616,0.69578457665603,1.25902822329861,1.94667751555051,2.68537061165955
49,"Scaled",116.811765975903,-0.972343108370863,-0.621131542880285,1.01043495854835,-0.845409753140229,-0.402795797668854,0.405140690450441,1.49296665178223
49,"Unscaled",116.811765975903,0.477656891629137,1.00995238145648,3.46043495854835,0.695773253067587,1.25919264857283,1.94647879238284,2.68221331154793
49,"Back-Transformed",116.811765975903,1.6122921975213,2.74547027660829,31.8308185907319,0.695773253067587,1.25919264857283,1.94647879238284,2.68221331154793
50,"Scaled",116.820442176083,-0.967806395253404,-0.622150448452374,1.00796494539635,-0.844911744898909,-0.401675391611331,0.404660098842664,1.49842509895645
50,"Unscaled",116.820442176083,0.482193604746596,1.00893347588439,3.45796494539635,0.695947555952048,1.26017873109403,1.94612311479794,2.68528282196536
50,"Back-Transformed",116.820442176083,1.61962332171266,2.74267432629202,31.7522930696322,0.695947555952048,1.26017873109403,1.94612311479794,2.68528282196536
51,"Scaled",116.809486349727,-0.975522426530664,-0.620887930089629,1.01069618448152,-0.846090281525358,-0.402931134794322,0.404616143653017,1.50310826541869
51,"Unscaled",116.809486349727,0.474477573469336,1.01019599424713,3.46069618448152,0.695535068132791,1.25907353678028,1.94609058431792,2.68791635999982
51,"Back-Transformed",116.809486349727,1.60717434760636,2.74613918975863,31.8391347121678,0.695535068132791,1.25907353678028,1.94609058431792,2.68791635999982
52,"Scaled",116.813178717656,-0.974838054851237,-0.623723926333809,1.01233831277021,-0.846251592371316,-0.403912436108104,0.405630270567081,1.5073203939697
52,"Unscaled",116.813178717656,0.475161945148764,1.00735999800295,3.46233831277021,0.695478609336706,1.25820988197669,1.94684112220859,2.69028501395107
52,"Back-Transformed",116.813178717656,1.60827462867142,2.73836218232488,31.8914616079452,0.695478609336706,1.25820988197669,1.94684112220859,2.69028501395107
53,"Scaled",116.809943816015,-0.975767344262086,-0.621227473301093,1.00925161873339,-0.844261151248512,-0.401495154533823,0.404877248140666,1.50317025476203
53,"Unscaled",116.809943816015,0.474232655737914,1.00985645103567,3.45925161873339,0.696175263729688,1.26033735986135,1.9462838232594,2.6879512191693
53,"Back-Transformed",116.809943816015,1.60678077031014,2.74520691512173,31.7931741932006,0.696175263729688,1.26033735986135,1.9462838232594,2.6879512191693
54,"Scaled",116.808569661455,-0.976095461827754,-0.61861771525952,1.00934240489187,-0.845447651854931,-0.402880605460466,0.404722109616093,1.50309823035301
54,"Unscaled",116.808569661455,0.473904538172246,1.01246620907724,3.45934240489187,0.695759988517441,1.25911800824006,1.94616900790505,2.68791071686769
54,"Back-Transformed",116.808569661455,1.60625364379969,2.75238059766054,31.7960607043773,0.695759988517441,1.25911800824006,1.94616900790505,2.68791071686769
55,"Scaled",116.808351337569,-0.976893949860872,-0.618427089000156,1.00903887872185,-0.84537905081215,-0.402428801509238,0.404418167906861,1.50856632099537
55,"Unscaled",116.808351337569,0.473106050139128,1.0126568353366,3.45903887872185,0.695783998882414,1.25951564620027,1.94594406587248,2.69098565020577
55,"Back-Transformed",116.808351337569,1.60497158141082,2.75290532368991,31.7864112323577,0.695783998882414,1.25951564620027,1.94594406587248,2.69098565020577
56,"Scaled",116.810171503612,-0.977397598577057,-0.618370314896717,1.00782546486684,-0.845323001886589,-0.403216043965551,0.40626877586769,1.51943334510849
56,"Unscaled",116.810171503612,0.472602401422943,1.01271360944004,3.45782546486684,0.695803616006361,1.25882278487476,1.94731366900215,2.69709662694642
56,"Back-Transformed",116.810171503612,1.60416344306033,2.75306162185831,31.7478645518347,0.695803616006361,1.25882278487476,1.94731366900215,2.69709662694642
57,"Scaled",116.810829911835,-0.979998311122328,-0.617395634920955,1.01257295757618,-0.846469608921883,-0.400787507600715,0.40246200135967,1.50882489098923
57,"Unscaled",116.810829911835,0.470001688877672,1.01368828941581,3.46257295757618,0.695402303544008,1.26096016823268,1.94449634064818,2.69113105479878
57,"Back-Transformed",116.810829911835,1.59999689541411,2.75574628402387,31.8989456517782,0.695402303544008,1.26096016823268,1.94449634064818,2.69113105479878
58,"Scaled",116.807882959087,-0.978075977990413,-0.617616617394862,1.00987958066467,-0.84610661304682,-0.401433105440809,0.399685144175898,1.50649649665206
58,"Unscaled",116.807882959087,0.471924022009587,1.0134673069419,3.45987958066467,0.69552935210028,1.26039196999637,1.94244123639594,2.68982170244165
58,"Back-Transformed",116.807882959087,1.60307558063836,2.75513737967364,31.8131453661804,0.69552935210028,1.26039196999637,1.94244123639594,2.68982170244165
59,"Scaled",116.807916799789,-0.977811295251727,-0.617595137610964,1.00960689611061,-0.845830520862893,-0.401194895109748,0.40196967187769,1.50144967930651
59,"Unscaled",116.807916799789,0.472188704748273,1.0134887867258,3.45960689611061,0.695625984364654,1.26060162170456,1.94413197606442,2.68698366848756
59,"Back-Transformed",116.807916799789,1.60349994323161,2.75519656006475,31.8044715954784,0.695625984364654,1.26060162170456,1.94413197606442,2.68698366848756
60,"Scaled",116.808932383141,-0.977539493060249,-0.616986507824065,1.01002472839824,-0.846179799763888,-0.401638146435952,0.398034626983093,1.50443148031468
60,"Unscaled",116.808932383141,0.472460506939752,1.0140974165127,3.46002472839824,0.695503736749306,1.26021151101002,1.94121971700303,2.68866045841795
60,"Back-Transformed",116.808932383141,1.60393583726601,2.75687396516754,31.8177633072618,0.695503736749306,1.26021151101002,1.94121971700303,2.68866045841795
61,"Scaled",116.808639920801,-0.979043350273237,-0.617903546610992,1.00935178156299,-0.847234496241345,-0.399747746861718,0.400861051462913,1.50747107256497
61,"Unscaled",116.808639920801,0.470956649726763,1.01318037772577,3.45935178156299,0.695134592982196,1.26187527386253,1.94331150515874,2.69036974675201
61,"Back-Transformed",116.808639920801,1.60152555959895,2.7543469636671,31.796358846979,0.695134592982196,1.26187527386253,1.94331150515874,2.69036974675201
62,"Scaled",116.807710866145,-0.97862290417912,-0.617912840205067,1.00954687116415,-0.846083135290634,-0.40140839118374,0.399220914463747,1.50703105904682
62,"Unscaled",116.807710866145,0.47137709582088,1.01317108413169,3.45954687116415,0.695537569314945,1.26041372130408,1.94209766796864,2.69012230896712
62,"Back-Transformed",116.807710866145,1.60219905633973,2.75432136600343,31.802562591068,0.695537569314945,1.26041372130408,1.94209766796864,2.69012230896712
63,"Scaled",116.807711974232,-0.978995780551508,-0.617937869723717,1.00972997305509,-0.845486013762878,-0.401875260349157,0.399356060205382,1.50751482047938
63,"Unscaled",116.807711974232,0.471004219448492,1.01314605461304,3.45972997305509,0.695746561849659,1.26000282427205,1.94219768700813,2.69039434801218
63,"Back-Transformed",116.807711974232,1.60160174553622,2.75425242752818,31.8083862335591,0.695746561849659,1.26000282427205,1.94219768700813,2.69039434801218
64,"Scaled",116.807674082653,-0.978737310613278,-0.617538730630369,1.00940466529892,-0.846724960741196,-0.402031732501165,0.39929468084845,1.50717526341336
64,"Unscaled",116.807674082653,0.471262689386722,1.01354519370639,3.45940466529892,0.695312930407248,1.25986511129459,1.94215226120151,2.69020340104169
64,"Back-Transformed",116.807674082653,1.60201576494394,2.7553519767669,31.798040401687,0.695312930407248,1.25986511129459,1.94215226120151,2.69020340104169
65,"Scaled",116.807377094961,-0.978466345426532,-0.618303871277143,1.00960975777873,-0.846853443707545,-0.402353315999087,0.399213184436655,1.50759060574089
65,"Unscaled",116.807377094961,0.471533654573468,1.01278005305962,3.45960975777873,0.695267961369026,1.25958208188371,1.94209194710851,2.69043696519656
65,"Back-Transformed",116.807377094961,1.60244991426187,2.75324455131456,31.8045626094511,0.695267961369026,1.25958208188371,1.94209194710851,2.69043696519656
